mode,img_name,dice,iou,pre,rec,hd95,cbl
shift,IMG0003713.png,0.767296,0.622449,0.622449,1.000000,3.743608,0.955115
shift,IMG0003734.png,0.722317,0.565333,0.605714,0.894515,5.453087,0.876655
shift,IMG0003767.png,0.739294,0.586412,0.604241,0.952093,12.980625,0.936414
shift,IMG0003810.png,0.669546,0.503247,0.506536,0.987261,7.218904,0.879926
shift,IMG0003942.png,0.784363,0.645228,0.663113,0.959877,5.808663,0.919969
shift,IMG0003952.png,0.641248,0.471939,0.471939,1.000000,5.000000,0.977112
shift,IMG0003953.png,0.883448,0.791228,0.812613,0.967811,2.974264,0.955485
shift,IMG0004044.png,0.771887,0.628514,0.664544,0.920588,5.652637,0.931347
shift,IMG0004114.png,0.631090,0.461017,0.461538,0.997555,32.155769,0.904142
shift,IMG0004233.png,0.810573,0.681481,0.738956,0.897561,2.888478,0.929761
shift,IMG0004376.png,0.809069,0.679359,0.766968,0.856061,4.000000,0.879142
